Raw.file	celltype	id	cvm	RI
XwGH0508	LPS	i599	0.378424780519485	Reporter.intensity.corrected.7
XwGH0500	LPS	i6	0.343547207862369	Reporter.intensity.corrected.6
XwGH0509	LPS	i60	0.455514934556398	Reporter.intensity.corrected.12
XwGH0508	LPS	i600	0.639665585534301	Reporter.intensity.corrected.8
XwGH0508	untreated	i601	0.327664392214971	Reporter.intensity.corrected.9
XwGH0508	untreated	i602	0.325776407800236	Reporter.intensity.corrected.10
XwGH0508	untreated	i603	0.347270112158175	Reporter.intensity.corrected.11
XwGH0508	untreated	i604	0.33968037704027	Reporter.intensity.corrected.12
XwGH0508	untreated	i605	0.321777619984374	Reporter.intensity.corrected.13
XwGH0508	LPS	i606	0.347120534406694	Reporter.intensity.corrected.14
XwGH0508	control	i607	0.601926272232524	Reporter.intensity.corrected.15
XwGH0508	LPS	i608	0.328185829918701	Reporter.intensity.corrected.16
XwGH0509	LPS	i61	0.354632004052432	Reporter.intensity.corrected.13
XwGH0519	untreated	i614	0.284646603614218	Reporter.intensity.corrected.6
XwGH0519	untreated	i615	0.322105431324547	Reporter.intensity.corrected.7
XwGH0519	control	i616	0.684690780804779	Reporter.intensity.corrected.8
XwGH0519	LPS	i617	0.28144916901746	Reporter.intensity.corrected.9
XwGH0519	LPS	i618	0.307574824149717	Reporter.intensity.corrected.10
XwGH0519	LPS	i619	0.269618552158038	Reporter.intensity.corrected.11
XwGH0509	LPS	i62	0.637697991685858	Reporter.intensity.corrected.14
XwGH0519	LPS	i620	0.259059078429105	Reporter.intensity.corrected.12
XwGH0519	LPS	i621	0.275295400921867	Reporter.intensity.corrected.13
XwGH0519	untreated	i622	0.347736540612092	Reporter.intensity.corrected.14
XwGH0519	untreated	i623	0.293537554822262	Reporter.intensity.corrected.15
XwGH0519	untreated	i624	0.340488485502477	Reporter.intensity.corrected.16
XwGH0509	LPS	i63	0.314119198290971	Reporter.intensity.corrected.15
XwGH0522	LPS	i630	0.29221804737317	Reporter.intensity.corrected.6
XwGH0522	LPS	i631	0.301040745605096	Reporter.intensity.corrected.7
XwGH0522	untreated	i632	0.317397070326445	Reporter.intensity.corrected.8
XwGH0522	untreated	i633	0.322591430358779	Reporter.intensity.corrected.9
XwGH0522	untreated	i634	0.30514648624409	Reporter.intensity.corrected.10
XwGH0522	untreated	i635	0.316300838554659	Reporter.intensity.corrected.11
XwGH0522	untreated	i636	0.307704339285684	Reporter.intensity.corrected.12
XwGH0522	control	i637	0.615824404681057	Reporter.intensity.corrected.13
XwGH0522	LPS	i638	0.347290844653582	Reporter.intensity.corrected.14
XwGH0522	LPS	i639	0.295425806267863	Reporter.intensity.corrected.15
XwGH0509	untreated	i64	0.326161592944697	Reporter.intensity.corrected.16
XwGH0522	LPS	i640	0.316696804410838	Reporter.intensity.corrected.16
XwGH0500	LPS	i7	0.318120260957468	Reporter.intensity.corrected.7
XwGH0510	LPS	i70	0.307058109063675	Reporter.intensity.corrected.6
XwGH0510	untreated	i71	0.346955806251369	Reporter.intensity.corrected.7
XwGH0510	untreated	i72	0.360400703184913	Reporter.intensity.corrected.8
XwGH0510	untreated	i73	0.299640930396034	Reporter.intensity.corrected.9
XwGH0510	untreated	i74	0.402769679153231	Reporter.intensity.corrected.10
XwGH0510	untreated	i75	0.327985895586539	Reporter.intensity.corrected.11
XwGH0510	untreated	i76	0.728793572803558	Reporter.intensity.corrected.12
XwGH0510	LPS	i77	0.302109631876578	Reporter.intensity.corrected.13
XwGH0510	LPS	i78	0.326546761004326	Reporter.intensity.corrected.14
XwGH0510	LPS	i79	0.306535424625133	Reporter.intensity.corrected.15
XwGH0500	untreated	i8	0.321353517504176	Reporter.intensity.corrected.8
XwGH0510	LPS	i80	0.328639822391271	Reporter.intensity.corrected.16
XwGH0513	LPS	i86	0.278517165843239	Reporter.intensity.corrected.6
XwGH0513	LPS	i87	0.392442653148052	Reporter.intensity.corrected.7
XwGH0513	LPS	i88	0.31520663660082	Reporter.intensity.corrected.8
XwGH0513	untreated	i89	0.291720665863135	Reporter.intensity.corrected.9
XwGH0500	untreated	i9	0.319359136712407	Reporter.intensity.corrected.9
XwGH0513	untreated	i90	0.369512132954525	Reporter.intensity.corrected.10
XwGH0513	untreated	i91	0.308976759414629	Reporter.intensity.corrected.11
XwGH0513	untreated	i92	0.312929947074132	Reporter.intensity.corrected.12
XwGH0513	untreated	i93	0.37067430021867	Reporter.intensity.corrected.13
XwGH0513	LPS	i94	0.326543200801505	Reporter.intensity.corrected.14
XwGH0513	control	i95	0.571636593996733	Reporter.intensity.corrected.15
XwGH0513	LPS	i96	0.318170410551903	Reporter.intensity.corrected.16
